naics_code,segment_id,segment_name,stage,year,employment_qcew_raw,bea_share_to_set,employment_adj
3252,1,Materials & Processing - Non-Metals,Upstream,2001,4283.0,0.012321176,52.771596808
3252,1,Materials & Processing - Non-Metals,Upstream,2002,3978.0,0.012321176,49.013638128
3252,1,Materials & Processing - Non-Metals,Upstream,2003,3895.0,0.012321176,47.99098052
3252,1,Materials & Processing - Non-Metals,Upstream,2004,3832.0,0.012321176,47.214746432
3252,1,Materials & Processing - Non-Metals,Upstream,2005,6830.0,0.012321176,84.15363208
3252,1,Materials & Processing - Non-Metals,Upstream,2006,6783.0,0.012321176,83.57453680799999
3252,1,Materials & Processing - Non-Metals,Upstream,2007,6779.0,0.012321176,83.525252104
3252,1,Materials & Processing - Non-Metals,Upstream,2008,6769.0,0.012321176,83.402040344
3252,1,Materials & Processing - Non-Metals,Upstream,2009,6523.0,0.012321176,80.37103104799999
3252,1,Materials & Processing - Non-Metals,Upstream,2010,6533.0,0.012321176,80.494242808
3252,1,Materials & Processing - Non-Metals,Upstream,2011,6916.0,0.012321176,85.213253216
3252,1,Materials & Processing - Non-Metals,Upstream,2012,7097.0,0.012321176,87.443386072
3252,1,Materials & Processing - Non-Metals,Upstream,2013,6984.0,0.012321176,86.051093184
3252,1,Materials & Processing - Non-Metals,Upstream,2014,6953.0,0.012321176,85.669136728
3252,1,Materials & Processing - Non-Metals,Upstream,2015,6829.0,0.012321176,84.141310904
3252,1,Materials & Processing - Non-Metals,Upstream,2016,6811.0,0.012321176,83.919529736
3252,1,Materials & Processing - Non-Metals,Upstream,2017,6837.0,0.012321176,84.239880312
3252,1,Materials & Processing - Non-Metals,Upstream,2018,7265.0,0.012321176,89.51334364
3252,1,Materials & Processing - Non-Metals,Upstream,2019,7361.0,0.012321176,90.696176536
3252,1,Materials & Processing - Non-Metals,Upstream,2020,6140.0,0.012321176,75.65202064
3252,1,Materials & Processing - Non-Metals,Upstream,2021,5947.0,0.012321176,73.274033672
3252,1,Materials & Processing - Non-Metals,Upstream,2022,5713.0,0.012321176,70.390878488
3252,1,Materials & Processing - Non-Metals,Upstream,2023,5346.0,0.012321176,65.869006896
3252,1,Materials & Processing - Non-Metals,Upstream,2024,5524.0,0.012321176,68.062176224
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2001,4166.0,0.012321176,51.330019216
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2002,4122.0,0.012321176,50.787887472
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2003,4023.0,0.012321176,49.568091048
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2004,3984.0,0.012321176,49.087565184
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2005,3423.0,0.012321176,42.175385448
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2006,3299.0,0.012321176,40.647559623999996
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2007,3260.0,0.012321176,40.167033759999995
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2008,3024.0,0.012321176,37.259236224
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2009,2493.0,0.012321176,30.716691768
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2010,2425.0,0.012321176,29.8788518
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2011,2788.0,0.012321176,34.351438688
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2012,3204.0,0.012321176,39.477047903999996
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2013,3434.0,0.012321176,42.310918384
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2014,4088.0,0.012321176,50.368967487999996
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2015,4233.0,0.012321176,52.155538008
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2016,4529.0,0.012321176,55.802606104
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2017,4730.0,0.012321176,58.27916248
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2018,4874.0,0.012321176,60.053411824
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2019,5075.0,0.012321176,62.5299682
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2020,4665.0,0.012321176,57.47828604
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2021,4581.0,0.012321176,56.443307256
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2022,4616.0,0.012321176,56.874548415999996
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2023,4502.0,0.012321176,55.469934351999996
3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2024,4347.0,0.012321176,53.560152072
3261,1,Materials & Processing - Non-Metals,Upstream,2001,39596.0,0.060836224,2408.8711255040002
3261,1,Materials & Processing - Non-Metals,Upstream,2002,37337.0,0.060836224,2271.442095488
3261,1,Materials & Processing - Non-Metals,Upstream,2003,37603.0,0.060836224,2287.624531072
3261,1,Materials & Processing - Non-Metals,Upstream,2004,37601.0,0.060836224,2287.502858624
3261,1,Materials & Processing - Non-Metals,Upstream,2005,37192.0,0.060836224,2262.620843008
3261,1,Materials & Processing - Non-Metals,Upstream,2006,36426.0,0.060836224,2216.020295424
3261,1,Materials & Processing - Non-Metals,Upstream,2007,34146.0,0.060836224,2077.313704704
3261,1,Materials & Processing - Non-Metals,Upstream,2008,32035.0,0.060836224,1948.88843584
3261,1,Materials & Processing - Non-Metals,Upstream,2009,23383.0,0.060836224,1422.5334257920001
3261,1,Materials & Processing - Non-Metals,Upstream,2010,25893.0,0.060836224,1575.2323480320001
3261,1,Materials & Processing - Non-Metals,Upstream,2011,27933.0,0.060836224,1699.338244992
3261,1,Materials & Processing - Non-Metals,Upstream,2012,29702.0,0.060836224,1806.9575252480001
3261,1,Materials & Processing - Non-Metals,Upstream,2013,30912.0,0.060836224,1880.569356288
3261,1,Materials & Processing - Non-Metals,Upstream,2014,33179.0,0.060836224,2018.485076096
3261,1,Materials & Processing - Non-Metals,Upstream,2015,34248.0,0.060836224,2083.518999552
3261,1,Materials & Processing - Non-Metals,Upstream,2016,35966.0,0.060836224,2188.035632384
3261,1,Materials & Processing - Non-Metals,Upstream,2017,36296.0,0.060836224,2208.111586304
3261,1,Materials & Processing - Non-Metals,Upstream,2018,36820.0,0.060836224,2239.98976768
3261,1,Materials & Processing - Non-Metals,Upstream,2019,36932.0,0.060836224,2246.8034247680002
3261,1,Materials & Processing - Non-Metals,Upstream,2020,31852.0,0.060836224,1937.7554068480001
3261,1,Materials & Processing - Non-Metals,Upstream,2021,33451.0,0.060836224,2035.032529024
3261,1,Materials & Processing - Non-Metals,Upstream,2022,34540.0,0.060836224,2101.28317696
3261,1,Materials & Processing - Non-Metals,Upstream,2023,34599.0,0.060836224,2104.872514176
3261,1,Materials & Processing - Non-Metals,Upstream,2024,34371.0,0.060836224,2091.0018551040002
3262,1,Materials & Processing - Non-Metals,Upstream,2001,6288.0,0.060836224,382.538176512
3262,1,Materials & Processing - Non-Metals,Upstream,2002,5751.0,0.060836224,349.869124224
3262,1,Materials & Processing - Non-Metals,Upstream,2003,5552.0,0.060836224,337.762715648
3262,1,Materials & Processing - Non-Metals,Upstream,2004,5594.0,0.060836224,340.31783705600003
3262,1,Materials & Processing - Non-Metals,Upstream,2005,5446.0,0.060836224,331.314075904
3262,1,Materials & Processing - Non-Metals,Upstream,2006,5353.0,0.060836224,325.656307072
3262,1,Materials & Processing - Non-Metals,Upstream,2007,4864.0,0.060836224,295.90739353600003
3262,1,Materials & Processing - Non-Metals,Upstream,2008,4552.0,0.060836224,276.926491648
3262,1,Materials & Processing - Non-Metals,Upstream,2009,3601.0,0.060836224,219.071242624
3262,1,Materials & Processing - Non-Metals,Upstream,2010,4054.0,0.060836224,246.63005209600001
3262,1,Materials & Processing - Non-Metals,Upstream,2011,4131.0,0.060836224,251.31444134400002
3262,1,Materials & Processing - Non-Metals,Upstream,2012,4533.0,0.060836224,275.770603392
3262,1,Materials & Processing - Non-Metals,Upstream,2013,5260.0,0.060836224,319.99853824
3262,1,Materials & Processing - Non-Metals,Upstream,2014,5416.0,0.060836224,329.488989184
3262,1,Materials & Processing - Non-Metals,Upstream,2015,5464.0,0.060836224,332.409127936
3262,1,Materials & Processing - Non-Metals,Upstream,2016,5602.0,0.060836224,340.804526848
3262,1,Materials & Processing - Non-Metals,Upstream,2017,5926.0,0.060836224,360.515463424
3262,1,Materials & Processing - Non-Metals,Upstream,2018,6003.0,0.060836224,365.199852672
3262,1,Materials & Processing - Non-Metals,Upstream,2019,5560.0,0.060836224,338.24940544000003
3262,1,Materials & Processing - Non-Metals,Upstream,2020,4805.0,0.060836224,292.31805632
3262,1,Materials & Processing - Non-Metals,Upstream,2021,5111.0,0.060836224,310.933940864
3262,1,Materials & Processing - Non-Metals,Upstream,2022,5066.0,0.060836224,308.196310784
3262,1,Materials & Processing - Non-Metals,Upstream,2023,5350.0,0.060836224,325.4737984
3262,1,Materials & Processing - Non-Metals,Upstream,2024,5147.0,0.060836224,313.124044928
3272,1,Materials & Processing - Non-Metals,Upstream,2001,8879.0,0.035458353,314.834716287
3272,1,Materials & Processing - Non-Metals,Upstream,2002,8436.0,0.035458353,299.126665908
3272,1,Materials & Processing - Non-Metals,Upstream,2003,8200.0,0.035458353,290.7584946
3272,1,Materials & Processing - Non-Metals,Upstream,2004,7302.0,0.035458353,258.916893606
3272,1,Materials & Processing - Non-Metals,Upstream,2005,7177.0,0.035458353,254.48459948099998
3272,1,Materials & Processing - Non-Metals,Upstream,2006,6099.0,0.035458353,216.26049494699998
3272,1,Materials & Processing - Non-Metals,Upstream,2007,5640.0,0.035458353,199.98511091999998
3272,1,Materials & Processing - Non-Metals,Upstream,2008,5326.0,0.035458353,188.85118807799998
3272,1,Materials & Processing - Non-Metals,Upstream,2009,4334.0,0.035458353,153.67650190199998
3272,1,Materials & Processing - Non-Metals,Upstream,2010,4258.0,0.035458353,150.981667074
3272,1,Materials & Processing - Non-Metals,Upstream,2011,4210.0,0.035458353,149.27966612999998
3272,1,Materials & Processing - Non-Metals,Upstream,2012,3022.0,0.035458353,107.155142766
3272,1,Materials & Processing - Non-Metals,Upstream,2013,2881.0,0.035458353,102.155514993
3272,1,Materials & Processing - Non-Metals,Upstream,2014,3055.0,0.035458353,108.325268415
3272,1,Materials & Processing - Non-Metals,Upstream,2015,3310.0,0.035458353,117.36714843
3272,1,Materials & Processing - Non-Metals,Upstream,2016,3049.0,0.035458353,108.112518297
3272,1,Materials & Processing - Non-Metals,Upstream,2017,2970.0,0.035458353,105.31130841
3272,1,Materials & Processing - Non-Metals,Upstream,2018,3185.0,0.035458353,112.93485430499999
3272,1,Materials & Processing - Non-Metals,Upstream,2019,3279.0,0.035458353,116.26793948699999
3272,1,Materials & Processing - Non-Metals,Upstream,2020,2788.0,0.035458353,98.85788816399999
3272,1,Materials & Processing - Non-Metals,Upstream,2021,2848.0,0.035458353,100.985389344
3272,1,Materials & Processing - Non-Metals,Upstream,2022,2815.0,0.035458353,99.815263695
3272,1,Materials & Processing - Non-Metals,Upstream,2023,2803.0,0.035458353,99.389763459
3272,1,Materials & Processing - Non-Metals,Upstream,2024,2802.0,0.035458353,99.354305106
3311,1,Materials & Processing - Metals,Upstream,2001,7341.0,0.145481535,1067.9799484349999
3311,1,Materials & Processing - Metals,Upstream,2002,7068.0,0.145481535,1028.26348938
3311,1,Materials & Processing - Metals,Upstream,2003,6615.0,0.145481535,962.360354025
3311,1,Materials & Processing - Metals,Upstream,2004,5963.0,0.145481535,867.506393205
3311,1,Materials & Processing - Metals,Upstream,2005,5776.0,0.145481535,840.30134616
3311,1,Materials & Processing - Metals,Upstream,2006,5754.0,0.145481535,837.10075239
3311,1,Materials & Processing - Metals,Upstream,2007,5937.0,0.145481535,863.723873295
3311,1,Materials & Processing - Metals,Upstream,2008,5965.0,0.145481535,867.797356275
3311,1,Materials & Processing - Metals,Upstream,2009,4547.0,0.145481535,661.504539645
3311,1,Materials & Processing - Metals,Upstream,2010,5155.0,0.145481535,749.957312925
3311,1,Materials & Processing - Metals,Upstream,2011,6303.0,0.145481535,916.970115105
3311,1,Materials & Processing - Metals,Upstream,2012,6107.0,0.145481535,888.4557342449999
3311,1,Materials & Processing - Metals,Upstream,2013,5981.0,0.145481535,870.125060835
3311,1,Materials & Processing - Metals,Upstream,2014,6002.0,0.145481535,873.18017307
3311,1,Materials & Processing - Metals,Upstream,2015,5523.0,0.145481535,803.494517805
3311,1,Materials & Processing - Metals,Upstream,2016,5258.0,0.145481535,764.94191103
3311,1,Materials & Processing - Metals,Upstream,2017,5169.0,0.145481535,751.9940544149999
3311,1,Materials & Processing - Metals,Upstream,2018,5228.0,0.145481535,760.57746498
3311,1,Materials & Processing - Metals,Upstream,2019,5155.0,0.145481535,749.957312925
3311,1,Materials & Processing - Metals,Upstream,2020,3763.0,0.145481535,547.447016205
3311,1,Materials & Processing - Metals,Upstream,2021,3358.0,0.145481535,488.52699452999997
3311,1,Materials & Processing - Metals,Upstream,2022,3270.0,0.145481535,475.72461945
3311,1,Materials & Processing - Metals,Upstream,2023,3369.0,0.145481535,490.127291415
3311,1,Materials & Processing - Metals,Upstream,2024,3258.0,0.145481535,473.97884103
3312,1,Materials & Processing - Metals,Upstream,2001,3124.0,0.145481535,454.48431533999997
3312,1,Materials & Processing - Metals,Upstream,2002,2591.0,0.145481535,376.942657185
3312,1,Materials & Processing - Metals,Upstream,2003,2399.0,0.145481535,349.01020246499996
3312,1,Materials & Processing - Metals,Upstream,2004,2547.0,0.145481535,370.541469645
3312,1,Materials & Processing - Metals,Upstream,2005,2632.0,0.145481535,382.90740012
3312,1,Materials & Processing - Metals,Upstream,2006,2454.0,0.145481535,357.01168688999996
3312,1,Materials & Processing - Metals,Upstream,2007,2379.0,0.145481535,346.100571765
3312,1,Materials & Processing - Metals,Upstream,2008,1953.0,0.145481535,284.125437855
3312,1,Materials & Processing - Metals,Upstream,2009,1366.0,0.145481535,198.72777681
3312,1,Materials & Processing - Metals,Upstream,2010,1450.0,0.145481535,210.94822575
3312,1,Materials & Processing - Metals,Upstream,2011,1561.0,0.145481535,227.096676135
3312,1,Materials & Processing - Metals,Upstream,2012,1604.0,0.145481535,233.35238214
3312,1,Materials & Processing - Metals,Upstream,2013,1617.0,0.145481535,235.24364209499998
3312,1,Materials & Processing - Metals,Upstream,2014,1671.0,0.145481535,243.099644985
3312,1,Materials & Processing - Metals,Upstream,2015,1747.0,0.145481535,254.156241645
3312,1,Materials & Processing - Metals,Upstream,2016,1751.0,0.145481535,254.738167785
3312,1,Materials & Processing - Metals,Upstream,2017,1789.0,0.145481535,260.266466115
3312,1,Materials & Processing - Metals,Upstream,2018,1790.0,0.145481535,260.41194765
3312,1,Materials & Processing - Metals,Upstream,2019,1745.0,0.145481535,253.865278575
3312,1,Materials & Processing - Metals,Upstream,2020,1711.0,0.145481535,248.91890638499999
3312,1,Materials & Processing - Metals,Upstream,2021,1747.0,0.145481535,254.156241645
3312,1,Materials & Processing - Metals,Upstream,2022,1824.0,0.145481535,265.35831984
3312,1,Materials & Processing - Metals,Upstream,2023,1965.0,0.145481535,285.871216275
3312,1,Materials & Processing - Metals,Upstream,2024,1974.0,0.145481535,287.18055009
3313,1,Materials & Processing - Metals,Upstream,2001,2167.0,0.145481535,315.258486345
3313,1,Materials & Processing - Metals,Upstream,2002,1742.0,0.145481535,253.42883397
3313,1,Materials & Processing - Metals,Upstream,2003,1861.0,0.145481535,270.741136635
3313,1,Materials & Processing - Metals,Upstream,2004,1893.0,0.145481535,275.396545755
3313,1,Materials & Processing - Metals,Upstream,2005,1658.0,0.145481535,241.20838503
3313,1,Materials & Processing - Metals,Upstream,2006,1713.0,0.145481535,249.209869455
3313,1,Materials & Processing - Metals,Upstream,2007,1731.0,0.145481535,251.828537085
3313,1,Materials & Processing - Metals,Upstream,2008,1727.0,0.145481535,251.246610945
3313,1,Materials & Processing - Metals,Upstream,2009,1624.0,0.145481535,236.26201283999998
3313,1,Materials & Processing - Metals,Upstream,2010,1652.0,0.145481535,240.33549582
3313,1,Materials & Processing - Metals,Upstream,2011,1817.0,0.145481535,264.339949095
3313,1,Materials & Processing - Metals,Upstream,2012,1807.0,0.145481535,262.885133745
3313,1,Materials & Processing - Metals,Upstream,2013,2343.0,0.145481535,340.863236505
3313,1,Materials & Processing - Metals,Upstream,2014,2498.0,0.145481535,363.41287443
3313,1,Materials & Processing - Metals,Upstream,2015,3148.0,0.145481535,457.97587218
3313,1,Materials & Processing - Metals,Upstream,2016,3229.0,0.145481535,469.759876515
3313,1,Materials & Processing - Metals,Upstream,2017,3434.0,0.145481535,499.58359119
3313,1,Materials & Processing - Metals,Upstream,2018,3436.0,0.145481535,499.87455425999997
3313,1,Materials & Processing - Metals,Upstream,2019,3361.0,0.145481535,488.963439135
3313,1,Materials & Processing - Metals,Upstream,2020,2706.0,0.145481535,393.67303370999997
3313,1,Materials & Processing - Metals,Upstream,2021,2811.0,0.145481535,408.948594885
3313,1,Materials & Processing - Metals,Upstream,2022,2851.0,0.145481535,414.767856285
3313,1,Materials & Processing - Metals,Upstream,2023,2719.0,0.145481535,395.564293665
3313,1,Materials & Processing - Metals,Upstream,2024,2698.0,0.145481535,392.50918143
3314,1,Materials & Processing - Metals,Upstream,2001,2746.0,0.145481535,399.49229511
3314,1,Materials & Processing - Metals,Upstream,2002,2347.0,0.145481535,341.445162645
3314,1,Materials & Processing - Metals,Upstream,2003,2260.0,0.145481535,328.7882691
3314,1,Materials & Processing - Metals,Upstream,2004,2335.0,0.145481535,339.699384225
3314,1,Materials & Processing - Metals,Upstream,2005,2336.0,0.145481535,339.84486576
3314,1,Materials & Processing - Metals,Upstream,2006,2184.0,0.145481535,317.73167244
3314,1,Materials & Processing - Metals,Upstream,2007,2105.0,0.145481535,306.23863117499997
3314,1,Materials & Processing - Metals,Upstream,2008,1920.0,0.145481535,279.3245472
3314,1,Materials & Processing - Metals,Upstream,2009,1357.0,0.145481535,197.418442995
3314,1,Materials & Processing - Metals,Upstream,2010,1387.0,0.145481535,201.782889045
3314,1,Materials & Processing - Metals,Upstream,2011,1412.0,0.145481535,205.41992742
3314,1,Materials & Processing - Metals,Upstream,2012,1366.0,0.145481535,198.72777681
3314,1,Materials & Processing - Metals,Upstream,2013,1393.0,0.145481535,202.655778255
3314,1,Materials & Processing - Metals,Upstream,2014,1406.0,0.145481535,204.54703820999998
3314,1,Materials & Processing - Metals,Upstream,2015,1398.0,0.145481535,203.38318593
3314,1,Materials & Processing - Metals,Upstream,2016,1353.0,0.145481535,196.83651685499999
3314,1,Materials & Processing - Metals,Upstream,2017,1376.0,0.145481535,200.18259215999998
3314,1,Materials & Processing - Metals,Upstream,2018,1414.0,0.145481535,205.71089049
3314,1,Materials & Processing - Metals,Upstream,2019,1425.0,0.145481535,207.311187375
3314,1,Materials & Processing - Metals,Upstream,2020,1246.0,0.145481535,181.26999261
3314,1,Materials & Processing - Metals,Upstream,2021,1183.0,0.145481535,172.104655905
3314,1,Materials & Processing - Metals,Upstream,2022,1203.0,0.145481535,175.014286605
3314,1,Materials & Processing - Metals,Upstream,2023,1218.0,0.145481535,177.19650962999998
3314,1,Materials & Processing - Metals,Upstream,2024,1262.0,0.145481535,183.59769717
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2001,17977.0,0.053466266,961.163063882
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2002,16786.0,0.053466266,897.484741076
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2003,16067.0,0.053466266,859.042495822
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2004,16021.0,0.053466266,856.583047586
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2005,16076.0,0.053466266,859.523692216
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2006,15555.0,0.053466266,831.66776763
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2007,15298.0,0.053466266,817.926937268
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2008,14322.0,0.053466266,765.743861652
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2009,10392.0,0.053466266,555.621436272
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2010,11330.0,0.053466266,605.77279378
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2011,12775.0,0.053466266,683.0315481499999
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2012,13777.0,0.053466266,736.6047466819999
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2013,13936.0,0.053466266,745.105882976
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2014,14419.0,0.053466266,770.9300894539999
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2015,14082.0,0.053466266,752.911957812
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2016,13687.0,0.053466266,731.792782742
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2017,13699.0,0.053466266,732.4343779339999
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2018,13709.0,0.053466266,732.969040594
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2019,13698.0,0.053466266,732.380911668
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2020,11274.0,0.053466266,602.778682884
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2021,11480.0,0.053466266,613.79273368
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2022,11391.0,0.053466266,609.034236006
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2023,11698.0,0.053466266,625.448379668
3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,2024,11221.0,0.053466266,599.944970786
3335,2,Equipment Manufacturing,Upstream,2001,49161.0,0.039300112,1932.0328060319998
3335,2,Equipment Manufacturing,Upstream,2002,43233.0,0.039300112,1699.061742096
3335,2,Equipment Manufacturing,Upstream,2003,41612.0,0.039300112,1635.356260544
3335,2,Equipment Manufacturing,Upstream,2004,40652.0,0.039300112,1597.6281530239999
3335,2,Equipment Manufacturing,Upstream,2005,39706.0,0.039300112,1560.450247072
3335,2,Equipment Manufacturing,Upstream,2006,38592.0,0.039300112,1516.669922304
3335,2,Equipment Manufacturing,Upstream,2007,36126.0,0.039300112,1419.755846112
3335,2,Equipment Manufacturing,Upstream,2008,34551.0,0.039300112,1357.8581697119998
3335,2,Equipment Manufacturing,Upstream,2009,27570.0,0.039300112,1083.50408784
3335,2,Equipment Manufacturing,Upstream,2010,28820.0,0.039300112,1132.6292278399999
3335,2,Equipment Manufacturing,Upstream,2011,32010.0,0.039300112,1257.99658512
3335,2,Equipment Manufacturing,Upstream,2012,35272.0,0.039300112,1386.1935504639998
3335,2,Equipment Manufacturing,Upstream,2013,35902.0,0.039300112,1410.9526210239999
3335,2,Equipment Manufacturing,Upstream,2014,36405.0,0.039300112,1430.7205773599999
3335,2,Equipment Manufacturing,Upstream,2015,37169.0,0.039300112,1460.745862928
3335,2,Equipment Manufacturing,Upstream,2016,37389.0,0.039300112,1469.391887568
3335,2,Equipment Manufacturing,Upstream,2017,38120.0,0.039300112,1498.12026944
3335,2,Equipment Manufacturing,Upstream,2018,38331.0,0.039300112,1506.412593072
3335,2,Equipment Manufacturing,Upstream,2019,36498.0,0.039300112,1434.375487776
3335,2,Equipment Manufacturing,Upstream,2020,31959.0,0.039300112,1255.9922794079998
3335,2,Equipment Manufacturing,Upstream,2021,31751.0,0.039300112,1247.8178561119998
3335,2,Equipment Manufacturing,Upstream,2022,31037.0,0.039300112,1219.757576144
3335,2,Equipment Manufacturing,Upstream,2023,30603.0,0.039300112,1202.701327536
3335,2,Equipment Manufacturing,Upstream,2024,29604.0,0.039300112,1163.440515648
3339,2,Equipment Manufacturing,Upstream,2001,20727.0,0.039300112,814.573421424
