series_id,year,employment,naics_code,segment_id,segment_name,stage,segment_label
ENU260001054842,2006,11232.0,4842,10,Logistics,Downstream,10. Logistics
ENU260001053252,2007,6779.0,3252,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053255,2007,3260.0,3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053261,2007,34146.0,3261,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053262,2007,4864.0,3262,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053272,2007,5640.0,3272,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053311,2007,5937.0,3311,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053312,2007,2379.0,3312,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053313,2007,1731.0,3313,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053314,2007,2105.0,3314,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053315,2007,12652.0,3315,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053328,2007,15298.0,3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053335,2007,36126.0,3335,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053339,2007,15059.0,3339,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053321,2007,7112.0,3321,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053326,2007,2953.0,3326,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053327,2007,27591.0,3327,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053329,2007,10537.0,3329,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053344,2007,7144.0,3344,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053336,2007,4174.0,3336,5,Component Systems,Upstream,5. Component Systems
ENU260001053345,2007,9745.0,3345,5,Component Systems,Upstream,5. Component Systems
ENU260001053359,2007,1832.0,3359,5,Component Systems,Upstream,5. Component Systems
ENU260001055413,2007,66272.0,5413,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055414,2007,4723.0,5414,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055417,2007,22225.0,5417,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001053361,2007,58574.0,3361,7,Core Automotive,OEM,7. Core Automotive
ENU260001053362,2007,8837.0,3362,7,Core Automotive,OEM,7. Core Automotive
ENU260001053363,2007,130657.0,3363,7,Core Automotive,OEM,7. Core Automotive
ENU260001054231,2007,19086.0,4231,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054235,2007,6898.0,4235,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054238,2007,23795.0,4238,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054239,2007,7008.0,4239,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054247,2007,2805.0,4247,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054413,2007,13006.0,4413,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054571,2007,24617.685000101726,4571,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054411,2007,38163.0,4411,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001058111,2007,28170.0,8111,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001054841,2007,28217.0,4841,10,Logistics,Downstream,10. Logistics
ENU260001054842,2007,12544.0,4842,10,Logistics,Downstream,10. Logistics
ENU260001053252,2008,6769.0,3252,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053255,2008,3024.0,3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053261,2008,32035.0,3261,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053262,2008,4552.0,3262,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053272,2008,5326.0,3272,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053311,2008,5965.0,3311,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053312,2008,1953.0,3312,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053313,2008,1727.0,3313,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053314,2008,1920.0,3314,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053315,2008,11614.0,3315,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053328,2008,14322.0,3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053335,2008,34551.0,3335,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053339,2008,14558.0,3339,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053321,2008,6320.0,3321,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053326,2008,2709.0,3326,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053327,2008,26725.0,3327,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053329,2008,9984.0,3329,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053344,2008,7547.0,3344,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053336,2008,4473.0,3336,5,Component Systems,Upstream,5. Component Systems
ENU260001053345,2008,9636.0,3345,5,Component Systems,Upstream,5. Component Systems
ENU260001053359,2008,1756.0,3359,5,Component Systems,Upstream,5. Component Systems
ENU260001055413,2008,63802.0,5413,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055414,2008,4627.0,5414,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055417,2008,20444.0,5417,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001053361,2008,48823.0,3361,7,Core Automotive,OEM,7. Core Automotive
ENU260001053362,2008,7411.0,3362,7,Core Automotive,OEM,7. Core Automotive
ENU260001053363,2008,110766.0,3363,7,Core Automotive,OEM,7. Core Automotive
ENU260001054231,2008,18168.0,4231,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054235,2008,6855.0,4235,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054238,2008,23681.0,4238,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054239,2008,7058.0,4239,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054247,2008,2711.0,4247,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054413,2008,13036.0,4413,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054571,2008,24319.59295272827,4571,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054411,2008,36768.0,4411,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001058111,2008,27075.0,8111,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001054841,2008,27143.0,4841,10,Logistics,Downstream,10. Logistics
ENU260001054842,2008,11797.0,4842,10,Logistics,Downstream,10. Logistics
ENU260001053252,2009,6523.0,3252,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053255,2009,2493.0,3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053261,2009,23383.0,3261,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053262,2009,3601.0,3262,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053272,2009,4334.0,3272,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053311,2009,4547.0,3311,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053312,2009,1366.0,3312,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053313,2009,1624.0,3313,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053314,2009,1357.0,3314,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053315,2009,8174.0,3315,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053328,2009,10392.0,3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053335,2009,27570.0,3335,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053339,2009,11925.0,3339,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053321,2009,4978.0,3321,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053326,2009,2144.0,3326,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053327,2009,20427.0,3327,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053329,2009,8191.0,3329,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053344,2009,6470.0,3344,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053336,2009,3882.0,3336,5,Component Systems,Upstream,5. Component Systems
ENU260001053345,2009,8498.0,3345,5,Component Systems,Upstream,5. Component Systems
ENU260001053359,2009,1485.0,3359,5,Component Systems,Upstream,5. Component Systems
ENU260001055413,2009,55412.0,5413,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055414,2009,4079.0,5414,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055417,2009,18284.0,5417,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001053361,2009,35196.0,3361,7,Core Automotive,OEM,7. Core Automotive
ENU260001053362,2009,6034.0,3362,7,Core Automotive,OEM,7. Core Automotive
ENU260001053363,2009,81368.0,3363,7,Core Automotive,OEM,7. Core Automotive
ENU260001054231,2009,15653.0,4231,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054235,2009,5564.0,4235,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054238,2009,20902.0,4238,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054239,2009,6144.0,4239,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054247,2009,2672.0,4247,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054413,2009,13018.0,4413,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054571,2009,23293.23037465413,4571,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054411,2009,33083.0,4411,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001058111,2009,25445.0,8111,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001054841,2009,24306.0,4841,10,Logistics,Downstream,10. Logistics
ENU260001054842,2009,9566.0,4842,10,Logistics,Downstream,10. Logistics
ENU260001053252,2010,6533.0,3252,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053255,2010,2425.0,3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053261,2010,25893.0,3261,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053262,2010,4054.0,3262,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053272,2010,4258.0,3272,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053311,2010,5155.0,3311,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053312,2010,1450.0,3312,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053313,2010,1652.0,3313,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053314,2010,1387.0,3314,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053315,2010,8648.0,3315,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053328,2010,11330.0,3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053335,2010,28820.0,3335,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053339,2010,11306.0,3339,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053321,2010,5757.0,3321,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053326,2010,2206.0,3326,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053327,2010,22459.0,3327,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053329,2010,8725.0,3329,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053344,2010,6730.0,3344,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053336,2010,3736.0,3336,5,Component Systems,Upstream,5. Component Systems
ENU260001053345,2010,7860.0,3345,5,Component Systems,Upstream,5. Component Systems
ENU260001053359,2010,1593.0,3359,5,Component Systems,Upstream,5. Component Systems
ENU260001055413,2010,57576.0,5413,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055414,2010,4190.0,5414,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055417,2010,18914.0,5417,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001053361,2010,35239.0,3361,7,Core Automotive,OEM,7. Core Automotive
ENU260001053362,2010,6268.0,3362,7,Core Automotive,OEM,7. Core Automotive
ENU260001053363,2010,84526.0,3363,7,Core Automotive,OEM,7. Core Automotive
ENU260001054231,2010,15600.0,4231,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054235,2010,5434.0,4235,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054238,2010,20420.0,4238,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054239,2010,6461.0,4239,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054247,2010,2642.0,4247,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054413,2010,14658.0,4413,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054571,2010,23871.81250254313,4571,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054411,2010,31994.0,4411,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001058111,2010,25421.0,8111,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001054841,2010,25301.0,4841,10,Logistics,Downstream,10. Logistics
ENU260001054842,2010,8933.0,4842,10,Logistics,Downstream,10. Logistics
ENU260001053252,2011,6916.0,3252,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053255,2011,2788.0,3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053261,2011,27933.0,3261,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053262,2011,4131.0,3262,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053272,2011,4210.0,3272,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053311,2011,6303.0,3311,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053312,2011,1561.0,3312,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053313,2011,1817.0,3313,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053314,2011,1412.0,3314,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053315,2011,9823.0,3315,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053328,2011,12775.0,3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053335,2011,32010.0,3335,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053339,2011,12406.0,3339,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053321,2011,6954.0,3321,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053326,2011,2344.0,3326,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053327,2011,25851.0,3327,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053329,2011,8976.0,3329,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053344,2011,7558.0,3344,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053336,2011,4083.0,3336,5,Component Systems,Upstream,5. Component Systems
ENU260001053345,2011,7846.0,3345,5,Component Systems,Upstream,5. Component Systems
ENU260001053359,2011,2563.0,3359,5,Component Systems,Upstream,5. Component Systems
ENU260001055413,2011,62819.0,5413,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055414,2011,4660.0,5414,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055417,2011,19119.0,5417,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001053361,2011,37578.0,3361,7,Core Automotive,OEM,7. Core Automotive
ENU260001053362,2011,6284.0,3362,7,Core Automotive,OEM,7. Core Automotive
ENU260001053363,2011,93801.0,3363,7,Core Automotive,OEM,7. Core Automotive
ENU260001054231,2011,16930.0,4231,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054235,2011,5909.0,4235,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054238,2011,20725.0,4238,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054239,2011,7006.0,4239,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054247,2011,2707.0,4247,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054413,2011,15135.0,4413,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054571,2011,24173.61084620158,4571,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054411,2011,32734.0,4411,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001058111,2011,25780.0,8111,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001054841,2011,27285.0,4841,10,Logistics,Downstream,10. Logistics
ENU260001054842,2011,9330.0,4842,10,Logistics,Downstream,10. Logistics
ENU260001053252,2012,7097.0,3252,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053255,2012,3204.0,3255,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053261,2012,29702.0,3261,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053262,2012,4533.0,3262,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053272,2012,3022.0,3272,1,Materials & Processing - Non-Metals,Upstream,1. Materials & Processing
ENU260001053311,2012,6107.0,3311,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053312,2012,1604.0,3312,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053313,2012,1807.0,3313,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053314,2012,1366.0,3314,1,Materials & Processing - Metals,Upstream,1. Materials & Processing
ENU260001053315,2012,10489.0,3315,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053328,2012,13777.0,3328,1,Materials & Processing - Coatings & Surface Treatments,Upstream,1. Materials & Processing
ENU260001053335,2012,35272.0,3335,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053339,2012,13481.0,3339,2,Equipment Manufacturing,Upstream,2. Equipment Manufacturing
ENU260001053321,2012,7241.0,3321,3,Forging & Foundries,Upstream,3. Forging & Foundries
ENU260001053326,2012,2712.0,3326,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053327,2012,27761.0,3327,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053329,2012,9424.0,3329,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053344,2012,7707.0,3344,4,Parts & Machining,Upstream,4. Parts & Machining
ENU260001053336,2012,4210.0,3336,5,Component Systems,Upstream,5. Component Systems
ENU260001053345,2012,8199.0,3345,5,Component Systems,Upstream,5. Component Systems
ENU260001053359,2012,2761.0,3359,5,Component Systems,Upstream,5. Component Systems
ENU260001055413,2012,68257.0,5413,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055414,2012,4883.0,5414,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001055417,2012,20239.0,5417,6,Engineering & Design,OEM,6. Engineering & Design
ENU260001053361,2012,39789.0,3361,7,Core Automotive,OEM,7. Core Automotive
ENU260001053362,2012,6424.0,3362,7,Core Automotive,OEM,7. Core Automotive
ENU260001053363,2012,103956.0,3363,7,Core Automotive,OEM,7. Core Automotive
ENU260001054231,2012,17912.0,4231,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054235,2012,6338.0,4235,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054238,2012,21625.0,4238,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054239,2012,7468.0,4239,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054247,2012,2759.0,4247,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054413,2012,15808.0,4413,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054571,2012,23698.29066594442,4571,8,"Motor Vehicle Parts, Materials, & Products Sales",Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales"
ENU260001054411,2012,33882.0,4411,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001058111,2012,26291.0,8111,9,"Dealers, Maintenance, & Repair",Downstream,"9. Dealers, Maintenance, & Repair"
ENU260001054841,2012,28899.0,4841,10,Logistics,Downstream,10. Logistics
